date,instance_id,instance_type,cpu_avg,memory_avg,network_in,network_out,cost_usd
2024-06-21,i-00042a4c,m5.2xlarge,66.13,91.02,9.4757,6.1923,9.9361
2024-06-22,i-00042a4c,m5.2xlarge,22.81,26.0,2.272,2.9245,9.6403
2024-06-23,i-00042a4c,m5.2xlarge,19.49,22.86,0.2824,3.1386,9.2876
2024-06-24,i-00042a4c,m5.2xlarge,47.42,73.22,4.8166,0.0354,9.1095
2024-06-25,i-00042a4c,m5.2xlarge,50.15,76.48,2.8717,2.7568,9.2207
2024-06-26,i-00042a4c,m5.2xlarge,53.2,74.48,5.4739,3.6163,9.3825
2024-06-27,i-00042a4c,m5.2xlarge,54.64,53.14,0.9242,2.0387,9.1581
2024-06-28,i-00042a4c,m5.2xlarge,55.15,66.09,5.4635,1.1657,9.0589
2024-06-29,i-00042a4c,m5.2xlarge,15.53,35.18,2.1752,2.0642,9.5916
2024-06-30,i-00042a4c,m5.2xlarge,21.02,32.07,5.002,0.3774,9.2065
2024-01-01,i-00051163,c5.xlarge,68.57,72.59,3.4199,1.5838,4.1976
2024-01-02,i-00051163,c5.xlarge,59.45,60.0,4.0634,3.7763,4.6016
2024-01-03,i-00051163,c5.xlarge,38.01,38.56,0.975,2.1276,4.0994
2024-01-04,i-00051163,c5.xlarge,50.49,57.15,6.5371,2.4733,4.2457
2024-01-05,i-00051163,c5.xlarge,65.79,84.46,6.5118,1.2261,4.1646
2024-01-06,i-00051163,c5.xlarge,46.48,37.16,3.2278,2.2354,2.9382
2024-01-07,i-00051163,c5.xlarge,53.71,77.22,1.5048,2.5705,4.2974
2024-01-08,i-00051163,c5.xlarge,58.06,61.5,5.8453,4.3054,4.4699
2024-01-09,i-00051163,c5.xlarge,67.38,75.59,11.1206,2.9919,4.2733
2024-01-10,i-00051163,c5.xlarge,56.93,53.51,3.6577,4.2845,4.2886
2024-01-11,i-00051163,c5.xlarge,48.98,62.34,4.4072,2.256,4.3088
2024-01-12,i-00051163,c5.xlarge,43.43,54.15,3.1889,3.8008,4.6013
2024-01-13,i-00051163,c5.xlarge,61.02,51.5,7.1561,3.2715,4.5284
2024-01-14,i-00051163,c5.xlarge,51.61,40.07,3.9798,4.2897,4.6332
2024-01-15,i-00051163,c5.xlarge,55.06,57.43,6.0463,0.436,3.6576
2024-01-16,i-00051163,c5.xlarge,49.85,52.24,3.7559,4.1508,4.4696
2024-01-17,i-00051163,c5.xlarge,51.8,51.66,5.848,2.9447,4.2626
2024-01-18,i-00051163,c5.xlarge,64.8,73.67,5.6755,0.0,4.1976
2024-01-19,i-00051163,c5.xlarge,55.94,78.49,5.2801,3.582,4.3746
2024-01-20,i-00051163,c5.xlarge,44.34,56.98,0.0,0.6049,4.1009
2024-01-21,i-00051163,c5.xlarge,50.89,63.49,0.0,1.7597,2.4365
2024-01-22,i-00051163,c5.xlarge,40.3,46.59,1.7262,3.5705,4.4411
2024-01-23,i-00051163,c5.xlarge,62.68,79.99,4.8122,3.9008,4.0804
2024-01-24,i-00051163,c5.xlarge,58.45,73.62,7.8986,2.3036,2.895
2024-01-25,i-00051163,c5.xlarge,49.77,56.46,4.9847,3.2733,4.4173
2024-01-26,i-00051163,c5.xlarge,53.43,62.66,3.5892,1.8529,4.4497
2024-01-27,i-00051163,c5.xlarge,54.75,71.16,4.9797,3.8197,4.5127
2024-01-28,i-00051163,c5.xlarge,56.3,81.64,3.6807,3.5289,4.3172
2024-01-29,i-00051163,c5.xlarge,52.17,65.49,2.9816,3.1241,4.4337
2024-01-30,i-00051163,c5.xlarge,60.13,65.04,4.9737,2.8263,4.3315
2024-01-31,i-00051163,c5.xlarge,54.84,83.26,5.9586,0.0648,4.0297
2024-02-01,i-00051163,c5.xlarge,47.22,56.62,1.9434,4.2548,4.4067
2024-02-02,i-00051163,c5.xlarge,44.59,43.94,2.8991,3.7774,4.2234
2024-02-03,i-00051163,c5.xlarge,54.94,56.02,4.2461,1.0442,4.1718
2024-02-04,i-00051163,c5.xlarge,51.76,47.67,1.1001,1.6437,4.3335
2024-02-05,i-00051163,c5.xlarge,65.99,90.27,5.1862,3.9767,4.4385
2024-02-06,i-00051163,c5.xlarge,41.5,49.34,5.6438,0.0,4.021
2024-02-07,i-00051163,c5.xlarge,54.65,81.96,3.7332,3.2501,4.4852
2024-02-08,i-00051163,c5.xlarge,48.41,50.63,0.0,4.7175,4.25
2024-02-09,i-00051163,c5.xlarge,42.76,60.09,4.9401,1.3848,4.1525
2024-02-10,i-00051163,c5.xlarge,56.85,59.63,3.4875,1.6227,4.3623
2024-02-11,i-00051163,c5.xlarge,49.44,59.16,4.6226,4.5678,4.4095
2024-02-12,i-00051163,c5.xlarge,44.74,36.65,2.9343,1.1767,1.4308
2024-02-13,i-00051163,c5.xlarge,49.03,47.18,5.2219,3.0048,4.3827
2024-02-14,i-00051163,c5.xlarge,45.89,63.73,5.9078,1.4662,4.1496
2024-02-15,i-00051163,c5.xlarge,50.91,59.35,3.6848,2.849,4.5649
2024-02-16,i-00051163,c5.xlarge,50.49,49.77,6.4898,5.0429,4.4355
2024-02-17,i-00051163,c5.xlarge,54.75,85.84,2.6025,1.3977,4.2751
2024-02-18,i-00051163,c5.xlarge,52.43,74.45,7.6492,3.8334,4.3862
2024-02-19,i-00051163,c5.xlarge,47.38,65.07,1.9599,4.2565,4.4596
2024-02-20,i-00051163,c5.xlarge,50.21,49.71,5.2345,0.0,4.1846
2024-02-21,i-00051163,c5.xlarge,44.61,52.46,4.2191,0.0,4.1181
2024-02-22,i-00051163,c5.xlarge,59.2,78.86,0.9259,3.3872,4.3088
2024-02-23,i-00051163,c5.xlarge,66.34,67.41,2.5952,3.955,4.5995
2024-02-24,i-00051163,c5.xlarge,53.07,70.61,2.1789,6.9642,3.4456
2024-02-25,i-00051163,c5.xlarge,53.48,69.29,2.2022,6.3476,4.7346
2024-02-26,i-00051163,c5.xlarge,52.16,65.77,4.1496,2.1521,4.1203
2024-02-27,i-00051163,c5.xlarge,47.81,39.82,5.3393,4.1486,4.2694
2024-02-28,i-00051163,c5.xlarge,61.88,74.04,5.5938,3.9528,4.3115
2024-02-29,i-00051163,c5.xlarge,60.72,67.36,6.6567,5.6527,15.3228
2024-03-01,i-00051163,c5.xlarge,67.7,68.79,7.3227,3.3562,4.3253
2024-03-02,i-00051163,c5.xlarge,71.98,77.86,8.8275,1.9713,4.4179
2024-03-03,i-00051163,c5.xlarge,53.19,33.34,4.2057,1.6608,4.3557
2024-03-04,i-00051163,c5.xlarge,58.16,80.99,6.4263,5.1916,4.3163
2024-03-05,i-00051163,c5.xlarge,49.06,53.99,3.7624,4.3476,4.3316
2024-03-06,i-00051163,c5.xlarge,52.12,66.43,4.183,1.5541,4.2123
2024-03-07,i-00051163,c5.xlarge,53.44,46.68,4.6495,4.0813,4.5165
2024-03-08,i-00051163,c5.xlarge,61.07,91.09,5.4712,5.8288,4.4007
2024-03-09,i-00051163,c5.xlarge,54.75,63.895,3.8347,1.6153,4.1497
2024-03-10,i-00051163,c5.xlarge,49.12,56.36,3.8311,6.0395,3.996
2024-03-11,i-00051163,c5.xlarge,49.06,72.63,1.21,0.8337,4.2292
2024-03-12,i-00051163,c5.xlarge,53.7,67.16,3.6679,1.8411,4.32
2024-03-13,i-00051163,c5.xlarge,54.84,73.09,1.1405,2.4337,4.3009
2024-03-14,i-00051163,c5.xlarge,39.37,37.48,0.0,3.6499,4.5527
2024-03-15,i-00051163,c5.xlarge,50.67,73.89,6.1622,2.6442,4.4146
2024-03-16,i-00051163,c5.xlarge,53.86,59.15,4.8481,2.2872,4.1023
2024-03-17,i-00051163,c5.xlarge,54.82,51.19,1.162,2.7974,4.4196
2024-03-18,i-00051163,c5.xlarge,37.46,66.37,0.898,4.4404,4.4551
2024-03-19,i-00051163,c5.xlarge,48.44,48.75,5.3136,2.2382,4.4842
2024-03-20,i-00051163,c5.xlarge,68.84,88.51,7.1929,2.0397,4.2645
2024-03-21,i-00051163,c5.xlarge,57.86,61.75,4.9883,3.063,2.4288
2024-03-22,i-00051163,c5.xlarge,57.53,66.89,3.9929,6.6016,4.7339
2024-03-23,i-00051163,c5.xlarge,57.67,68.81,7.8431,2.457,3.8578
2024-03-24,i-00051163,c5.xlarge,53.51,59.38,0.9893,3.2301,4.2593
2024-03-25,i-00051163,c5.xlarge,59.7,79.34,3.6054,5.8408,4.7088
2024-03-26,i-00051163,c5.xlarge,47.56,68.38,6.2967,3.0172,4.4203
2024-03-27,i-00051163,c5.xlarge,59.33,77.08,1.6693,3.0986,4.3951
2024-03-28,i-00051163,c5.xlarge,51.21,63.61,0.0,1.9908,3.889
2024-03-29,i-00051163,c5.xlarge,63.81,60.96,7.7038,3.94,4.3926
2024-03-30,i-00051163,c5.xlarge,49.94,75.54,7.5855,2.1166,4.2953
2024-03-31,i-00051163,c5.xlarge,65.22,58.56,4.441,4.384,4.5597
2024-04-01,i-00051163,c5.xlarge,68.05,62.99,6.5724,7.443,4.7414
2024-04-02,i-00051163,c5.xlarge,59.94,73.17,3.1732,5.4472,4.5433
2024-04-03,i-00051163,c5.xlarge,63.29,60.95,4.8051,5.6275,4.7287
2024-04-04,i-00051163,c5.xlarge,60.53,44.19,4.0306,3.0573,4.3531
2024-04-05,i-00051163,c5.xlarge,64.98,62.77,8.906,3.5919,4.4974
2024-04-06,i-00051163,c5.xlarge,35.59,53.08,4.8888,1.1394,4.2738
2024-04-07,i-00051163,c5.xlarge,59.34,73.76,7.0958,3.7938,4.3508
2024-04-08,i-00051163,c5.xlarge,65.89,68.84,8.9828,5.205,4.437
2024-04-09,i-00051163,c5.xlarge,44.64,58.13,5.5358,0.7475,4.2038
2024-04-10,i-00051163,c5.xlarge,59.55,72.32,7.6528,1.1916,4.1823
2024-04-11,i-00051163,c5.xlarge,58.55,52.73,4.9343,2.0784,4.3118
2024-04-12,i-00051163,c5.xlarge,53.45,49.3,4.4258,2.0659,4.118
2024-04-13,i-00051163,c5.xlarge,72.49,63.79,4.0337,1.8066,4.1552
2024-04-14,i-00051163,c5.xlarge,52.39,67.08,1.962,1.8254,4.2194
2024-04-15,i-00051163,c5.xlarge,56.86,53.59,6.4579,3.0403,4.5832
2024-04-16,i-00051163,c5.xlarge,60.29,77.41,9.4425,4.4214,4.6265
2024-04-17,i-00051163,c5.xlarge,56.31,75.45,5.2884,3.8652,4.4939
2024-04-18,i-00051163,c5.xlarge,65.24,55.44,6.1718,2.1691,4.2753
2024-04-19,i-00051163,c5.xlarge,59.73,46.55,6.4379,1.5385,4.3244
2024-04-20,i-00051163,c5.xlarge,44.97,52.65,8.2365,4.1556,4.531
2024-04-21,i-00051163,c5.xlarge,49.62,45.23,4.3533,3.2904,4.3547
2024-04-22,i-00051163,c5.xlarge,51.59,75.19,5.2237,0.9371,4.2142
2024-04-23,i-00051163,c5.xlarge,56.22,63.11,2.571,5.5196,4.4848
2024-04-24,i-00051163,c5.xlarge,50.78,71.55,5.0621,3.9351,4.4599
2024-04-25,i-00051163,c5.xlarge,42.57,54.25,4.2475,2.5284,4.4804
2024-04-26,i-00051163,c5.xlarge,52.26,60.05,5.9169,7.824,4.9465
2024-04-27,i-00051163,c5.xlarge,47.06,45.04,5.318,3.4357,4.34
2024-04-28,i-00051163,c5.xlarge,60.8,74.68,7.4295,2.4001,4.2713
2024-04-29,i-00051163,c5.xlarge,51.66,52.14,2.7764,2.88,3.3422
2024-04-30,i-00051163,c5.xlarge,50.21,53.14,1.4257,3.8345,4.5085
2024-05-01,i-00051163,c5.xlarge,55.07,78.88,7.3053,1.8008,4.2999
2024-05-02,i-00051163,c5.xlarge,35.53,43.31,4.9498,1.8241,4.3301
2024-05-03,i-00051163,c5.xlarge,59.35,73.6,3.7415,4.9886,4.8341
2024-05-04,i-00051163,c5.xlarge,68.06,59.8,9.1102,3.817,4.623
2024-05-05,i-00051163,c5.xlarge,54.75,67.9,0.865,4.8725,4.5574
2024-05-06,i-00051163,c5.xlarge,54.75,57.55,6.0619,0.3263,3.815
2024-05-07,i-00051163,c5.xlarge,69.39,67.32,4.5879,3.5516,4.3318
2024-05-08,i-00051163,c5.xlarge,54.9,74.88,5.8587,1.5058,4.1559
2024-05-09,i-00051163,c5.xlarge,66.07,65.07,2.0049,3.061,3.3661
2024-05-10,i-00051163,c5.xlarge,66.65,73.04,7.0723,4.2575,4.5232
2024-05-11,i-00051163,c5.xlarge,52.12,64.0,2.1864,3.934,4.3447
2024-05-12,i-00051163,c5.xlarge,45.85,55.92,7.0776,2.014,4.2842
2024-05-13,i-00051163,c5.xlarge,55.88,54.5,5.084,4.7091,4.3993
2024-05-14,i-00051163,c5.xlarge,60.24,76.58,5.2891,5.3889,2.4216
2024-05-15,i-00051163,c5.xlarge,64.54,75.53,6.2362,4.0506,4.6048
2024-05-16,i-00051163,c5.xlarge,56.72,65.11,6.1246,4.8841,4.3692
2024-05-17,i-00051163,c5.xlarge,54.29,74.99,8.6454,3.6986,4.5145
2024-05-18,i-00051163,c5.xlarge,60.82,73.17,8.331,2.7109,4.3895
2024-05-19,i-00051163,c5.xlarge,57.64,79.83,2.8357,4.1251,4.4708
2024-05-20,i-00051163,c5.xlarge,52.98,50.25,3.1766,1.0701,4.2466
2024-05-21,i-00051163,c5.xlarge,50.9,74.85,5.3555,0.114,4.3411
2024-05-22,i-00051163,c5.xlarge,55.24,73.03,5.7504,19.1772,14.5432
2024-05-23,i-00051163,c5.xlarge,40.46,50.23,4.9739,3.6564,4.3768
2024-05-24,i-00051163,c5.xlarge,71.07,82.15,6.9007,4.6374,2.4141
2024-05-25,i-00051163,c5.xlarge,52.66,67.29,4.2925,1.049,4.1342
2024-05-26,i-00051163,c5.xlarge,62.41,60.22,6.0079,3.9232,4.3614
2024-05-27,i-00051163,c5.xlarge,54.94,66.19,4.5076,3.2089,4.3433
2024-05-28,i-00051163,c5.xlarge,60.17,63.67,6.2646,3.8048,4.4656
2024-05-29,i-00051163,c5.xlarge,64.69,73.14,4.1437,3.4287,4.5844
2024-05-30,i-00051163,c5.xlarge,51.13,69.71,9.3402,3.4608,4.3512
2024-05-31,i-00051163,c5.xlarge,65.86,56.36,8.5798,3.7451,4.5508
2024-06-01,i-00051163,c5.xlarge,51.4,40.38,2.8086,3.3351,4.2531
2024-06-03,i-00051163,c5.xlarge,68.12,56.1,7.3322,2.3313,4.2752
2024-06-04,i-00051163,c5.xlarge,59.8,80.09,0.3598,2.2587,4.2934
2024-06-05,i-00051163,c5.xlarge,53.87,54.87,6.551,3.546,4.4522
2024-06-06,i-00051163,c5.xlarge,50.55,75.9,2.2373,6.3698,4.6051
2024-06-07,i-00051163,c5.xlarge,72.5,90.72,6.1628,4.591,4.4753
2024-06-08,i-00051163,c5.xlarge,55.46,81.16,8.604,3.0384,4.2096
2024-06-09,i-00051163,c5.xlarge,50.42,59.55,8.345,3.4096,4.2883
2024-06-10,i-00051163,c5.xlarge,49.78,48.04,6.4854,3.5024,4.5113
2024-06-11,i-00051163,c5.xlarge,50.33,75.22,4.1167,2.8389,4.2761
2024-06-12,i-00051163,c5.xlarge,54.2,77.2,2.2844,1.1224,4.0394
2024-06-13,i-00051163,c5.xlarge,60.08,65.27,6.6159,4.0308,4.5234
2024-06-14,i-00051163,c5.xlarge,54.24,73.75,4.3205,3.397,4.3964
2024-06-15,i-00051163,c5.xlarge,64.02,76.18,0.0,3.3326,4.409
2024-06-16,i-00051163,c5.xlarge,60.57,75.94,11.5758,4.156,4.3789
2024-06-17,i-00051163,c5.xlarge,59.74,54.6,5.4911,2.8518,4.4201
2024-06-18,i-00051163,c5.xlarge,52.35,63.38,1.7408,0.9829,4.3188
2024-06-19,i-00051163,c5.xlarge,51.19,54.8,3.8769,2.1723,4.2022
2024-06-20,i-00051163,c5.xlarge,55.73,64.71,4.0643,6.0775,4.6347
2024-06-21,i-00051163,c5.xlarge,73.32,70.07,9.6252,5.8404,4.5141
2024-06-22,i-00051163,c5.xlarge,45.51,65.24,5.2074,2.5474,4.197
2024-06-23,i-00051163,c5.xlarge,66.92,75.62,7.7121,4.1651,4.2809
2024-06-24,i-00051163,c5.xlarge,37.89,51.66,3.6893,0.0,4.0797
2024-06-25,i-00051163,c5.xlarge,49.41,51.12,5.0511,5.3361,4.4658
2024-06-26,i-00051163,c5.xlarge,55.36,70.82,9.0131,3.9558,3.7713
2024-06-27,i-00051163,c5.xlarge,51.46,60.59,1.4,0.0671,4.1618
2024-06-28,i-00051163,c5.xlarge,57.4,61.17,6.821,3.8758,4.3858
2024-06-29,i-00051163,c5.xlarge,68.12,67.84,5.9314,1.3197,4.3264
2024-06-30,i-00051163,c5.xlarge,56.33,77.33,8.528,4.3768,2.7829
2024-01-01,i-0006ad8b,r5.xlarge,4.37,21.93,0.0,0.0,6.1363
2024-01-02,i-0006ad8b,r5.xlarge,8.39,21.1,4.1948,0.0,5.8206
2024-01-03,i-0006ad8b,r5.xlarge,2.32,12.19,0.0,0.0,5.8419
2024-01-04,i-0006ad8b,r5.xlarge,6.26,17.16,0.0,0.1371,6.3206
2024-01-05,i-0006ad8b,r5.xlarge,2.03,7.67,0.0,0.8951,5.938
2024-01-06,i-0006ad8b,r5.xlarge,6.44,21.26,0.2104,0.0,5.0232
2024-01-07,i-0006ad8b,r5.xlarge,2.86,21.02,0.0,0.0,5.9698
2024-01-08,i-0006ad8b,r5.xlarge,7.75,13.01,0.0,3.4921,6.629
2024-01-09,i-0006ad8b,r5.xlarge,4.06,18.89,3.2859,0.0,6.026
2024-01-10,i-0006ad8b,r5.xlarge,5.47,12.19,0.0,0.0,6.0806
2024-01-11,i-0006ad8b,r5.xlarge,7.83,25.27,0.3106,0.0,5.9431
2024-01-12,i-0006ad8b,r5.xlarge,6.3,18.67,1.6958,2.2525,6.4945
2024-01-13,i-0006ad8b,r5.xlarge,3.45,3.53,0.0,1.037,6.1762
2024-01-14,i-0006ad8b,r5.xlarge,1.41,1.0,1.7035,0.0,6.1413
2024-01-15,i-0006ad8b,r5.xlarge,4.71,15.71,0.0,0.0,6.1592
2024-01-16,i-0006ad8b,r5.xlarge,5.56,17.67,0.4513,0.0,5.9228
2024-01-17,i-0006ad8b,r5.xlarge,2.45,9.06,3.4989,1.7414,6.4563
2024-01-18,i-0006ad8b,r5.xlarge,2.89,10.27,2.5339,2.5907,6.6113
2024-01-19,i-0006ad8b,r5.xlarge,4.34,17.86,3.0168,1.6892,6.3605
2024-01-20,i-0006ad8b,r5.xlarge,1.99,6.52,2.294,0.0,6.0102
2024-01-21,i-0006ad8b,r5.xlarge,4.85,23.73,2.4627,0.0,3.25
2024-01-22,i-0006ad8b,r5.xlarge,2.6,5.16,0.0,2.6742,6.3278
2024-01-23,i-0006ad8b,r5.xlarge,4.93,13.105,0.0,0.5224,6.3298
2024-01-24,i-0006ad8b,r5.xlarge,0.96,3.28,1.5998,0.0,4.8755
2024-01-25,i-0006ad8b,r5.xlarge,2.04,17.53,0.3781,0.2657,6.0903
2024-01-26,i-0006ad8b,r5.xlarge,7.14,19.67,0.0,0.0,6.3301
2024-01-27,i-0006ad8b,r5.xlarge,4.33,20.59,0.0,0.0,5.9341
2024-01-28,i-0006ad8b,r5.xlarge,5.74,25.81,1.3869,2.0889,6.3342
2024-01-29,i-0006ad8b,r5.xlarge,5.71,13.94,5.4755,2.5214,6.4188
2024-01-30,i-0006ad8b,r5.xlarge,2.41,5.08,0.0,1.0013,5.9257
2024-01-31,i-0006ad8b,r5.xlarge,5.18,17.11,7.5878,0.9245,5.8927
2024-02-01,i-0006ad8b,r5.xlarge,3.31,13.51,0.0,3.2774,6.3202
2024-02-02,i-0006ad8b,r5.xlarge,6.61,17.15,2.7465,0.0,6.2122
2024-02-03,i-0006ad8b,r5.xlarge,2.0,14.08,0.0,0.876,6.0209
2024-02-04,i-0006ad8b,r5.xlarge,3.07,8.43,0.0,0.0,5.9966
2024-02-05,i-0006ad8b,r5.xlarge,4.29,9.8,0.0,0.0,22.9126
2024-02-06,i-0006ad8b,r5.xlarge,4.01,10.31,2.5954,0.0,6.312
2024-02-07,i-0006ad8b,r5.xlarge,3.63,8.34,1.1893,1.0034,6.1706
2024-02-08,i-0006ad8b,r5.xlarge,5.98,16.26,0.0,1.7882,5.963
2024-02-09,i-0006ad8b,r5.xlarge,5.74,9.22,1.3227,0.0,6.1333
2024-02-10,i-0006ad8b,r5.xlarge,5.74,12.04,1.7404,1.8108,6.0593
2024-02-11,i-0006ad8b,r5.xlarge,6.15,13.99,0.0,0.1609,5.7257
2024-02-12,i-0006ad8b,r5.xlarge,6.74,18.53,2.8621,1.302,5.9907
2024-02-13,i-0006ad8b,r5.xlarge,5.45,13.4,0.0,0.9602,6.1714
2024-02-14,i-0006ad8b,r5.xlarge,8.02,23.38,0.0,2.19,6.1902
2024-02-15,i-0006ad8b,r5.xlarge,5.84,11.85,2.9029,1.781,6.1824
2024-02-16,i-0006ad8b,r5.xlarge,4.09,12.62,0.2162,2.1171,6.4271
2024-02-17,i-0006ad8b,r5.xlarge,4.18,20.2,0.0,0.0,5.935
2024-02-18,i-0006ad8b,r5.xlarge,6.58,5.58,0.0,0.3666,6.0268
2024-02-19,i-0006ad8b,r5.xlarge,7.95,9.45,1.2275,0.0,6.3752
2024-02-20,i-0006ad8b,r5.xlarge,4.49,18.4,0.0,0.0,5.9281
2024-02-21,i-0006ad8b,r5.xlarge,7.16,25.62,0.0,2.4525,6.174
2024-02-22,i-0006ad8b,r5.xlarge,4.94,8.39,0.0,0.0,5.8997
2024-02-23,i-0006ad8b,r5.xlarge,4.24,12.96,4.6021,0.0,6.0492
2024-02-24,i-0006ad8b,r5.xlarge,6.29,15.28,0.0,1.3271,6.3112
2024-02-25,i-0006ad8b,r5.xlarge,4.93,10.77,3.1466,5.4405,6.4268
2024-02-26,i-0006ad8b,r5.xlarge,6.21,8.54,0.399,1.6399,6.0616
2024-02-27,i-0006ad8b,r5.xlarge,5.08,5.47,5.5127,0.0,6.0373
2024-02-28,i-0006ad8b,r5.xlarge,4.93,12.37,0.0,0.9672,6.3382
2024-02-29,i-0006ad8b,r5.xlarge,3.26,9.58,0.0,0.0,5.7255
2024-03-01,i-0006ad8b,r5.xlarge,5.29,8.53,2.1135,0.2816,6.1097
2024-03-02,i-0006ad8b,r5.xlarge,2.06,11.92,0.1713,1.8175,6.3187
2024-03-03,i-0006ad8b,r5.xlarge,3.3,10.59,0.0,0.2477,3.6453
2024-03-04,i-0006ad8b,r5.xlarge,5.13,6.75,0.0,1.4759,6.0823
2024-03-05,i-0006ad8b,r5.xlarge,6.14,17.6,0.0,0.0,6.4417
2024-03-06,i-0006ad8b,r5.xlarge,4.93,5.05,0.8884,0.0,6.0761
2024-03-07,i-0006ad8b,r5.xlarge,6.56,13.42,0.0,0.0,3.1484
2024-03-08,i-0006ad8b,r5.xlarge,3.81,11.44,0.0,0.2198,5.9565
2024-03-09,i-0006ad8b,r5.xlarge,5.75,13.105,0.0,0.0,5.8218
2024-03-10,i-0006ad8b,r5.xlarge,4.09,8.37,6.8406,0.0,5.7577
2024-03-11,i-0006ad8b,r5.xlarge,7.41,23.18,2.2763,0.0944,6.0894
2024-03-12,i-0006ad8b,r5.xlarge,5.72,14.26,4.8532,0.7276,6.2125
2024-03-13,i-0006ad8b,r5.xlarge,5.2,15.84,1.0373,0.0,6.0358
2024-03-14,i-0006ad8b,r5.xlarge,9.82,21.83,0.0,0.7572,5.9396
2024-03-15,i-0006ad8b,r5.xlarge,4.97,17.67,0.0,1.3551,5.8355
2024-03-16,i-0006ad8b,r5.xlarge,2.18,2.17,0.0,0.8048,5.8416
2024-03-17,i-0006ad8b,r5.xlarge,3.2,10.43,1.8524,0.943,6.0729
2024-03-18,i-0006ad8b,r5.xlarge,6.35,25.82,0.0,0.3366,5.8416
2024-03-19,i-0006ad8b,r5.xlarge,3.25,5.7,1.8293,0.0,5.9767
2024-03-20,i-0006ad8b,r5.xlarge,5.39,5.46,0.0,0.0,6.1443
2024-03-21,i-0006ad8b,r5.xlarge,3.98,8.67,1.3763,0.0,6.2749
2024-03-22,i-0006ad8b,r5.xlarge,6.21,16.85,0.0,11.4183,30.0435
2024-03-23,i-0006ad8b,r5.xlarge,8.31,7.54,0.0,0.0,5.8596
2024-03-24,i-0006ad8b,r5.xlarge,7.04,13.38,0.0,0.0,6.1891
2024-03-25,i-0006ad8b,r5.xlarge,3.9,11.68,0.0,1.1049,5.9707
2024-03-26,i-0006ad8b,r5.xlarge,2.9,11.34,0.0,1.3733,27.6787
2024-03-27,i-0006ad8b,r5.xlarge,3.09,7.08,0.0,3.2368,6.5168
2024-03-28,i-0006ad8b,r5.xlarge,4.68,17.86,1.1172,0.0,5.9949
2024-03-29,i-0006ad8b,r5.xlarge,0.5,9.05,0.269,0.0,5.9809
2024-03-30,i-0006ad8b,r5.xlarge,6.15,20.35,0.3752,0.0,5.8014
2024-03-31,i-0006ad8b,r5.xlarge,2.22,1.0,0.0,2.8396,6.4253
2024-04-01,i-0006ad8b,r5.xlarge,5.73,10.43,0.5173,0.0,6.2268
2024-04-02,i-0006ad8b,r5.xlarge,2.04,7.99,1.534,2.0472,6.1452
2024-04-03,i-0006ad8b,r5.xlarge,6.06,12.19,0.0,0.0,6.0149
2024-04-04,i-0006ad8b,r5.xlarge,5.01,10.87,0.0,0.0,2.0323
2024-04-05,i-0006ad8b,r5.xlarge,4.56,16.76,1.9351,1.3479,6.1012
2024-04-06,i-0006ad8b,r5.xlarge,3.12,15.57,0.0,1.1498,6.3493
2024-04-07,i-0006ad8b,r5.xlarge,5.1,8.43,0.0,1.0962,3.3546
2024-04-08,i-0006ad8b,r5.xlarge,4.2,3.75,0.2855,1.3573,6.1902
2024-04-09,i-0006ad8b,r5.xlarge,6.32,20.03,4.1437,0.0696,6.1748
2024-04-10,i-0006ad8b,r5.xlarge,7.83,26.0,2.1235,0.836,6.1798
2024-04-11,i-0006ad8b,r5.xlarge,5.38,15.35,0.2687,1.9048,6.2549
2024-04-12,i-0006ad8b,r5.xlarge,8.37,25.59,1.1491,0.4821,6.0908
2024-04-13,i-0006ad8b,r5.xlarge,4.07,13.63,0.3982,0.0,5.9465
2024-04-14,i-0006ad8b,r5.xlarge,5.91,8.81,0.0,1.9753,6.328
2024-04-15,i-0006ad8b,r5.xlarge,7.91,15.36,2.4148,1.6705,5.7643
2024-04-16,i-0006ad8b,r5.xlarge,6.53,22.35,0.5084,0.6007,6.0064
2024-04-17,i-0006ad8b,r5.xlarge,5.49,19.23,2.0035,2.2078,5.9282
2024-04-18,i-0006ad8b,r5.xlarge,10.22,16.72,1.915,1.8413,6.469
2024-04-19,i-0006ad8b,r5.xlarge,4.84,17.84,0.0,0.0,5.6772
2024-04-20,i-0006ad8b,r5.xlarge,7.14,20.49,2.0869,4.5758,6.537
2024-04-21,i-0006ad8b,r5.xlarge,6.72,23.35,0.0,2.8219,6.2958
2024-04-22,i-0006ad8b,r5.xlarge,5.47,11.69,0.0,0.0,6.2008
2024-04-23,i-0006ad8b,r5.xlarge,4.61,15.52,0.0,0.1071,6.0671
2024-04-24,i-0006ad8b,r5.xlarge,3.52,15.54,0.0,0.0,6.2713
2024-04-25,i-0006ad8b,r5.xlarge,9.2,17.37,0.0,0.6057,3.4974
2024-04-26,i-0006ad8b,r5.xlarge,4.11,21.73,2.9953,0.0,5.7066
2024-04-27,i-0006ad8b,r5.xlarge,2.06,9.55,1.225,0.0,6.1792
2024-04-28,i-0006ad8b,r5.xlarge,2.79,7.33,4.3008,3.6897,6.5776
2024-04-29,i-0006ad8b,r5.xlarge,4.65,16.87,0.0,0.0,6.1229
2024-04-30,i-0006ad8b,r5.xlarge,7.03,11.41,1.8714,0.0304,5.8425
2024-05-01,i-0006ad8b,r5.xlarge,2.05,9.71,0.0,0.5961,6.4468
